#Rules created by Clement Jonquet and Mehdi Mirzapour

@CONCEPT_FEATURES|Concept|Negation|Certainty|Temporality|Experiencer

@FEATURE_VALUES|Negation|affirm|negated
@FEATURE_VALUES|Certainty|certain|uncertain
sont cessess|backward|trigger|negated|10
sont cesseses|backward|trigger|negated|10
sont interrompuss|backward|trigger|negated|10
sont interrompuses|backward|trigger|negated|10
sont geless|backward|trigger|negated|10
sont geleses|backward|trigger|negated|10
sont arreteess|backward|trigger|negated|10
sont arreteeses|backward|trigger|negated|10
sont stoppeess|backward|trigger|negated|10
sont stoppeeses|backward|trigger|negated|10
sont suspenduess|backward|trigger|negated|10
sont suspendueses|backward|trigger|negated|10
sont termineess|backward|trigger|negated|10
sont termineeses|backward|trigger|negated|10
sont finiess|backward|trigger|negated|10
sont finieses|backward|trigger|negated|10
sont endigueess|backward|trigger|negated|10
sont endigueeses|backward|trigger|negated|10
sont cesseess|backward|trigger|negated|10
sont cesseeses|backward|trigger|negated|10
sont interrompuess|backward|trigger|negated|10
sont interrompueses|backward|trigger|negated|10
sont geleess|backward|trigger|negated|10
sont geleeses|backward|trigger|negated|10
mettre fin|forward|termination|negated|10
mis fin|forward|termination|negated|10
parce que|both|termination|conditional|30
parce qu'il|both|termination|conditional|30
parce qu'elle|both|termination|conditional|30
au-dela|forward|termination|negated|10
biopsie de|forward|termination|negated|10
limite|forward|trigger|uncertain|30
seuil|forward|trigger|uncertain|30
serre|forward|trigger|uncertain|30
serree|forward|trigger|uncertain|30
juste|forward|trigger|uncertain|30
mais|forward|termination|negated|10
mais|backward|termination|negated|10
pour l'|forward|termination|negated|10
pour le|forward|termination|negated|10
pour la|forward|termination|negated|10
pour un|forward|termination|negated|10
pour une|forward|termination|negated|10
par l'|forward|termination|negated|10
par le|forward|termination|negated|10
par la|forward|termination|negated|10
par un|forward|termination|negated|10
par une|forward|termination|negated|10
peut etre exclu|forward|trigger|uncertain|30
peut etre refuse|forward|trigger|uncertain|30
peut etre repousse|forward|trigger|uncertain|30
peut etre rejete|forward|trigger|uncertain|30
peut etre elimine|forward|trigger|uncertain|30
peut etre proscrit|forward|trigger|uncertain|30
peut etre exclu|backward|trigger|uncertain|30
peut etre exclus|backward|trigger|uncertain|30
peut etre exclue|backward|trigger|uncertain|30
peut etre exclues|backward|trigger|uncertain|30
peut etre repousse|backward|trigger|uncertain|30
peut etre repousses|backward|trigger|uncertain|30
peut etre repoussee|backward|trigger|uncertain|30
peut etre repoussees|backward|trigger|uncertain|30
peut etre rejete|backward|trigger|uncertain|30
peut etre rejetes|backward|trigger|uncertain|30
peut etre rejetee|backward|trigger|uncertain|30
peut etre rejetees|backward|trigger|uncertain|30
peut etre elimine|backward|trigger|uncertain|30
peut etre elimines|backward|trigger|uncertain|30
peut etre eliminee|backward|trigger|uncertain|30
peut etre eliminees|backward|trigger|uncertain|30
peut etre proscrit|backward|trigger|uncertain|30
peut etre proscrits|backward|trigger|uncertain|30
peut etre proscrite|backward|trigger|uncertain|30
peut etre proscrites|backward|trigger|uncertain|30
peut eliminer|forward|trigger|negated|10
peut ecarter|forward|trigger|negated|10
peut evincer|forward|trigger|negated|10
peut exclure|forward|trigger|negated|10
peut chasser|forward|trigger|negated|10
peut proscrire|forward|trigger|negated|10
peut rejeter|forward|trigger|negated|10
peut repousser|forward|trigger|negated|10
peut enlever|forward|trigger|negated|10
peut eloigner|forward|trigger|negated|10
peut retirer|forward|trigger|negated|10
peut ôter|forward|trigger|negated|10
peut recuser|forward|trigger|negated|10
peut exclure le patient|forward|trigger|negated|10
peut exclure la patiente|forward|trigger|negated|10
peut exclure le souffrant|forward|trigger|negated|10
peut exclure la souffrante|forward|trigger|negated|10
peut exclure le sujet|forward|trigger|negated|10
peut eliminer le patient|forward|trigger|negated|10
peut eliminer la patiente|forward|trigger|negated|10
peut eliminer le souffrant|forward|trigger|negated|10
peut eliminer la souffrante|forward|trigger|negated|10
peut eliminer le sujet|forward|trigger|negated|10
peut rejeter le patient|forward|trigger|negated|10
peut rejeter la patiente|forward|trigger|negated|10
peut rejeter le souffrant|forward|trigger|negated|10
peut rejeter la souffrante|forward|trigger|negated|10
peut rejeter le sujet|forward|trigger|negated|10
peut proscrire le patient|forward|trigger|negated|10
peut proscrire la patiente|forward|trigger|negated|10
peut proscrire le souffrant|forward|trigger|negated|10
peut proscrire la souffrante|forward|trigger|negated|10
peut proscrire le sujet|forward|trigger|negated|10
peut eloigner le patient|forward|trigger|negated|10
peut eloigner la patiente|forward|trigger|negated|10
peut eloigner le souffrant|forward|trigger|negated|10
peut eloigner la souffrante|forward|trigger|negated|10
peut eloigner le sujet|forward|trigger|negated|10
peut supprimer le patient|forward|trigger|negated|10
peut supprimer la patiente|forward|trigger|negated|10
peut supprimer le souffrant|forward|trigger|negated|10
peut supprimer la souffrante|forward|trigger|negated|10
peut supprimer le sujet|forward|trigger|negated|10
peut radier le patient|forward|trigger|negated|10
peut radier la patiente|forward|trigger|negated|10
peut radier le souffrant|forward|trigger|negated|10
peut radier la souffrante|forward|trigger|negated|10
peut radier le sujet|forward|trigger|negated|10
ne peut pas etre \w+ exclu|backward|trigger|uncertain|30
ne peut pas etre \w+ exclue|backward|trigger|uncertain|30
ne peut pas etre \w+ repousse|backward|trigger|uncertain|30
ne peut pas etre \w+ repoussee|backward|trigger|uncertain|30
ne peut pas etre \w+ rejete|backward|trigger|uncertain|30
ne peut pas etre \w+ rejetee|backward|trigger|uncertain|30
ne peut pas etre \w+ elimine|backward|trigger|uncertain|30
ne peut pas etre \w+ eliminee|backward|trigger|uncertain|30
ne peut pas etre \w+ proscri|backward|trigger|uncertain|30
ne peut pas etre \w+ proscrie|backward|trigger|uncertain|30
ne peut voir|forward|trigger|negated|10
ne peut saisir|forward|trigger|negated|10
ne peut percevoir|forward|trigger|negated|10
ne peut constater|forward|trigger|negated|10
ne peut considerer|forward|trigger|negated|10
ne peut concevoir|forward|trigger|negated|10
ne peut remarquer|forward|trigger|negated|10
ne peut trouver|forward|trigger|negated|10
ne peut rencontrer|forward|trigger|negated|10
ne peut decouvrir|forward|trigger|negated|10
ne peut verifier|forward|trigger|negated|10
ne peut distinguer|forward|trigger|negated|10
ne peut entrevoir|forward|trigger|negated|10
ne peut discerner|forward|trigger|negated|10
ne peux pas|forward|trigger|negated|10
ne peut pas|forward|trigger|negated|10
ne pouvait pas|forward|trigger|negated|10
ne pouvais pas|forward|trigger|negated|10
cause de|forward|termination|negated|10
causes de|forward|termination|negated|10
raison de|forward|termination|negated|10
raisons de|forward|termination|negated|10
pretexte de|forward|termination|negated|10
pretextes de|forward|termination|negated|10
fondement de|forward|termination|negated|10
fondements de|forward|termination|negated|10
source de|forward|termination|negated|10
sources de|forward|termination|negated|10
intention de|forward|termination|negated|10
intentions de|forward|termination|negated|10
origine de|forward|termination|negated|10
origines de|forward|termination|negated|10
declencheur de|forward|termination|negated|10
declencheurs de|forward|termination|negated|10
depart de|forward|termination|negated|10
departs de|forward|termination|negated|10
verifie pour|forward|trigger|negated|10
verifie par|forward|trigger|negated|10
contrôle pour|forward|trigger|negated|10
contrôle par|forward|trigger|negated|10
examine pour|forward|trigger|negated|10
examine par|forward|trigger|negated|10
teste pour|forward|trigger|negated|10
teste par|forward|trigger|negated|10
expertise pour|forward|trigger|negated|10
expertise par|forward|trigger|negated|10
inspecte pour|forward|trigger|negated|10
inspecte par|forward|trigger|negated|10
revenir a|forward|trigger|conditional|30
revenir pour|forward|trigger|conditional|30
reparaitre a|forward|trigger|conditional|30
reparaitre pour|forward|trigger|conditional|30
reprendre a|forward|trigger|conditional|30
reprendre pour|forward|trigger|conditional|30
repasser a|forward|trigger|conditional|30
repasser pour|forward|trigger|conditional|30
remettre a|forward|trigger|conditional|30
remettre pour|forward|trigger|conditional|30
se plaint|both|termination|historical|30
se plaint|both|termination|nonpatient|30
concerne pour|forward|trigger|uncertain|30
concerne par|forward|trigger|uncertain|30
concerne a propos de|forward|trigger|uncertain|30
concernes pour|forward|trigger|uncertain|30
concernes par|forward|trigger|uncertain|30
concernes a propos de|forward|trigger|uncertain|30
concernee pour|forward|trigger|uncertain|30
concernee par|forward|trigger|uncertain|30
concernee a propos de|forward|trigger|uncertain|30
concernees pour|forward|trigger|uncertain|30
concernees par|forward|trigger|uncertain|30
concernees a propos de|forward|trigger|uncertain|30
preoccupe pour|forward|trigger|uncertain|30
preoccupe par|forward|trigger|uncertain|30
preoccupe a propos de|forward|trigger|uncertain|30
preoccupes pour|forward|trigger|uncertain|30
preoccupes par|forward|trigger|uncertain|30
preoccupes a propos de|forward|trigger|uncertain|30
preoccupee pour|forward|trigger|uncertain|30
preoccupee par|forward|trigger|uncertain|30
preoccupee a propos de|forward|trigger|uncertain|30
preoccupees pour|forward|trigger|uncertain|30
preoccupees par|forward|trigger|uncertain|30
preoccupees a propos de|forward|trigger|uncertain|30
tourmente pour|forward|trigger|uncertain|30
tourmente par|forward|trigger|uncertain|30
tourmente a propos de|forward|trigger|uncertain|30
tourmentes pour|forward|trigger|uncertain|30
tourmentes par|forward|trigger|uncertain|30
tourmentes a propos de|forward|trigger|uncertain|30
tourmentee pour|forward|trigger|uncertain|30
tourmentee par|forward|trigger|uncertain|30
tourmentee a propos de|forward|trigger|uncertain|30
tourmentees pour|forward|trigger|uncertain|30
tourmentees par|forward|trigger|uncertain|30
tourmentees a propos de|forward|trigger|uncertain|30
anxieux pour|forward|trigger|uncertain|30
anxieux par|forward|trigger|uncertain|30
anxieux a propos de|forward|trigger|uncertain|30
anxieuxs pour|forward|trigger|uncertain|30
anxieuxs par|forward|trigger|uncertain|30
anxieuxs a propos de|forward|trigger|uncertain|30
anxieuxe pour|forward|trigger|uncertain|30
anxieuxe par|forward|trigger|uncertain|30
anxieuxe a propos de|forward|trigger|uncertain|30
anxieuxes pour|forward|trigger|uncertain|30
anxieuxes par|forward|trigger|uncertain|30
anxieuxes a propos de|forward|trigger|uncertain|30
inquiet pour|forward|trigger|uncertain|30
inquiet par|forward|trigger|uncertain|30
inquiet a propos de|forward|trigger|uncertain|30
inquiets pour|forward|trigger|uncertain|30
inquiets par|forward|trigger|uncertain|30
inquiets a propos de|forward|trigger|uncertain|30
inquiete pour|forward|trigger|uncertain|30
inquiete par|forward|trigger|uncertain|30
inquiete a propos de|forward|trigger|uncertain|30
inquietes pour|forward|trigger|uncertain|30
inquietes par|forward|trigger|uncertain|30
inquietes a propos de|forward|trigger|uncertain|30
hante pour|forward|trigger|uncertain|30
hante par|forward|trigger|uncertain|30
